source_id,input_fulltext_id,input_content_hash,parser_version,parse_status,failure_reason,parse_quality,page_count,extracted_char_count,table_count,reference_section_detected,experimental_section_detected,ocr_required,fulltext_relevance_status,candidate_extract_eligible,promotion_reason,section_count,span_count,warnings_json,raw_text_path,parsed_text_path,created_at,updated_at
LIT_543F809E5E23B349,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:06:39Z,2026-07-16T04:06:39Z
LIT_56780CD73EE08949,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:40:48Z,2026-07-16T04:40:48Z
LIT_57A5BA30642FEA0F,FT_4C08378BFE2DA4C522B7,952c6da22d578ae0c3851d8cbc55baa14abb64ee54aeefd6beb0a304518b1df0,cnt_section_rules_v6,success,,good,10,34470,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,12,86,"[""page_9_two_column_reading_order""]",data/raw/fulltext/text/LIT_57A5BA30642FEA0F.txt,data/interim/parsed_text/LIT_57A5BA30642FEA0F.txt,2026-07-16T02:14:42Z,2026-07-16T02:21:23Z
LIT_58B091070B8AC565,FT_EF0CD0D17706CF5F5276,0788779913faecbe93925642cdeef088ec8957306ea537d130538efaac9d6943,cnt_section_rules_v7,success,,good,12,28895,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,25,92,"[""page_10_two_column_reading_order"", ""page_11_two_column_reading_order""]",data/raw/fulltext/text/LIT_58B091070B8AC565.txt,data/interim/parsed_text/LIT_58B091070B8AC565.txt,2026-07-16T04:24:51Z,2026-07-16T04:24:51Z
LIT_5AFB84D7275DBC1E,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:33Z,2026-07-16T04:44:33Z
LIT_5CEF0341B983A787,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:42:28Z,2026-07-16T04:42:28Z
LIT_5D2B63B0DDC58EBA,FT_01FC346DD330745856D4,7ae988894967586d63d7741932a175c57c3ff86a28d0d8b197c64a98aadd4a7e,cnt_section_rules_v7,success,,partial,0,41226,4,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,48,122,[],data/raw/fulltext/text/LIT_5D2B63B0DDC58EBA.txt,data/interim/parsed_text/LIT_5D2B63B0DDC58EBA.txt,2026-07-16T04:10:53Z,2026-07-16T04:10:53Z
LIT_5F33D3A900FFC120,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:39:44Z,2026-07-16T04:39:44Z
LIT_603AAF8A348EAF36,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:08Z,2026-07-16T04:43:08Z
LIT_60DFC6A582109902,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:09:16Z,2026-07-16T04:09:16Z
LIT_619441B609804F78,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:16:27Z,2026-07-16T04:16:27Z
LIT_63D8BEBA898137D6,,,cnt_section_rules_v6,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T03:22:57Z,2026-07-16T03:22:57Z
LIT_651A32A904C48C0B,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:35Z,2026-07-16T04:43:35Z
LIT_665FCAE5A73EA1BB,FT_BF5D1CA6F6943E2AB63F,dfaa51915ec5718b3972f8fb5cfc0007fd58bd6cbca1080ee020aae486aafc53,cnt_section_rules_v7,success,,partial,0,22960,2,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,33,91,[],data/raw/fulltext/text/LIT_665FCAE5A73EA1BB.txt,data/interim/parsed_text/LIT_665FCAE5A73EA1BB.txt,2026-07-16T04:34:39Z,2026-07-16T04:34:39Z
LIT_6731BD3F12EC3922,FT_DD396166FFF19B80FC38,c5205b472274b9436a49ef41461755b944cb50f1ce730f6c14e18429354a66ff,cnt_section_rules_v7,success,,good,12,43383,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,22,116,"[""page_5_two_column_reading_order"", ""page_11_two_column_reading_order"", ""page_12_two_column_reading_order""]",data/raw/fulltext/text/LIT_6731BD3F12EC3922.txt,data/interim/parsed_text/LIT_6731BD3F12EC3922.txt,2026-07-16T04:10:22Z,2026-07-16T04:10:22Z
LIT_697F549224B22272,FT_C23A46F2A79A154E0445,95c719f38e91342839f7e8883e7de8c6dc0ffa9960c6b9b123d472411c04dff9,cnt_section_rules_v7,success,,partial,0,25389,3,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,37,76,[],data/raw/fulltext/text/LIT_697F549224B22272.txt,data/interim/parsed_text/LIT_697F549224B22272.txt,2026-07-16T04:08:38Z,2026-07-16T04:08:38Z
LIT_69B52395F427EA88,FT_359C4FCADFECCD7766E3,a50a6721061537a7898b80b39e21b39c6a8d49687fc57a08eed8c5a20f6a4291,cnt_section_rules_v7,success,,good,0,5033,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,10,4,[],data/raw/fulltext/text/LIT_69B52395F427EA88.txt,data/interim/parsed_text/LIT_69B52395F427EA88.txt,2026-07-16T04:43:31Z,2026-07-16T04:43:31Z
LIT_6A4861895E374941,FT_DDF2EF2E1E2F4EB1CE90,6fd9e1de3f819bbc432661cb250989102c62e6e17197bb9e29a2021235507a7f,cnt_section_rules_v7,success,,good,12,34173,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,16,41,[],data/raw/fulltext/text/LIT_6A4861895E374941.txt,data/interim/parsed_text/LIT_6A4861895E374941.txt,2026-07-16T04:32:11Z,2026-07-16T04:32:11Z
LIT_6A5D5568EBD1E558,FT_302AB5051A6BB9CB0114,df369881dc50623924fcda28f9a5718300c868555a5200c3e7d890b784f729d1,cnt_section_rules_v7,success,,good,15,35525,12,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,39,100,[],data/raw/fulltext/text/LIT_6A5D5568EBD1E558.txt,data/interim/parsed_text/LIT_6A5D5568EBD1E558.txt,2026-07-16T04:06:56Z,2026-07-16T04:06:56Z
LIT_6A642308FB267069,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:14:35Z,2026-07-16T04:14:35Z
LIT_6AFA1A90B4346BB2,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:09:31Z,2026-07-16T04:09:31Z
LIT_6B3D416B1699661A,FT_3AB8EFA9192087C13A0D,9514e4d34e9688b87c18614a9e60ff7bf7dc92e5a560bfda50145b1a5e3fb8e5,cnt_section_rules_v7,success,,good,36,53331,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,21,104,[],data/raw/fulltext/text/LIT_6B3D416B1699661A.txt,data/interim/parsed_text/LIT_6B3D416B1699661A.txt,2026-07-16T04:39:13Z,2026-07-16T04:39:13Z
LIT_6BD67C99F1AB52B1,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:29Z,2026-07-16T04:44:29Z
LIT_6C1D6D8880AEB493,FT_11B53ECC1728BEDAA8D6,9265bde897dbed8b044e82da430ce7dde6b4033376da28c12264a72ab980029e,cnt_section_rules_v7,success,,good,8,26267,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,94,"[""page_2_two_column_reading_order"", ""page_5_two_column_reading_order"", ""page_6_two_column_reading_order"", ""page_8_two_column_reading_order""]",data/raw/fulltext/text/LIT_6C1D6D8880AEB493.txt,data/interim/parsed_text/LIT_6C1D6D8880AEB493.txt,2026-07-16T04:23:00Z,2026-07-16T04:24:22Z
LIT_6D30125E2A7B8D73,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:58Z,2026-07-16T04:44:58Z
LIT_6FADA5C6EB2CFD6A,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:37:27Z,2026-07-16T04:37:27Z
LIT_70D04C497CE224FD,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:03:50Z,2026-07-16T04:03:50Z
LIT_71149714577AC71B,FT_E9A732AC85E6E42186B7,3763ec6d3636829da12d8b5d358084955758acbb84a9cb58a97558d85f7e75aa,cnt_section_rules_v7,success,,good,7,23699,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,10,45,[],data/raw/fulltext/text/LIT_71149714577AC71B.txt,data/interim/parsed_text/LIT_71149714577AC71B.txt,2026-07-16T04:36:07Z,2026-07-16T04:36:07Z
LIT_71A4E4C2BB4AEDD8,FT_76E2E047096336BC2B75,e638e20da58682928232c814cc2f5adb89f9b5ae403a13539b84e1f0c0732f2f,cnt_section_rules_v7,success,,good,29,96445,10,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,55,204,"[""page_1_scientific_reports_abstract_and_introduction_inferred""]",data/raw/fulltext/text/LIT_71A4E4C2BB4AEDD8.txt,data/interim/parsed_text/LIT_71A4E4C2BB4AEDD8.txt,2026-07-16T04:21:12Z,2026-07-16T04:21:12Z
LIT_71A66ACE3835B00D,FT_FE72989C8C4C107C0617,993a74362b454f213f5b29b0b03103a17433344940487fc347cf82d36a5e052d,cnt_section_rules_v7,success,,good,10,23212,1,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,18,61,[],data/raw/fulltext/text/LIT_71A66ACE3835B00D.txt,data/interim/parsed_text/LIT_71A66ACE3835B00D.txt,2026-07-16T04:15:50Z,2026-07-16T04:15:50Z
LIT_736D2CF4EF0E9EB9,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:35:01Z,2026-07-16T04:35:01Z
LIT_76E6DCAD72824A9C,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:35:54Z,2026-07-16T04:35:54Z
LIT_777170442739602C,FT_E9C5380387C84BDD4760,86db57eb7b63033c99dc0ffad5217dc11742775cb055a93dfa2de1d4c2b12619,cnt_section_rules_v7,success,,good,17,62778,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,26,152,[],data/raw/fulltext/text/LIT_777170442739602C.txt,data/interim/parsed_text/LIT_777170442739602C.txt,2026-07-16T04:06:34Z,2026-07-16T04:06:34Z
LIT_77C8EA9D8BC34BDB,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:45:04Z,2026-07-16T04:45:04Z
LIT_78A77B7ABDB8D073,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:41:10Z,2026-07-16T04:41:10Z
LIT_79F908D3DA4AE6F8,FT_C302671B89FF9F9C145F,eac64b4934127c817476bf0abdbfd1ba7f141d5da96cd69e4fc27fb49520f79b,cnt_section_rules_v7,success,,partial,0,13338,1,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,18,34,[],data/raw/fulltext/text/LIT_79F908D3DA4AE6F8.txt,data/interim/parsed_text/LIT_79F908D3DA4AE6F8.txt,2026-07-16T04:36:16Z,2026-07-16T04:36:16Z
LIT_7C4A4A0C70FAAD03,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:39:06Z,2026-07-16T04:39:06Z
LIT_7CABEA170695D083,FT_AF5F4856C4D4E18C45BB,6e369704e8dbd72c1cd6207491f76e0bfc9990efd58be128daa29082c9a0cfd7,cnt_section_rules_v7,success,,good,15,55395,1,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,69,[],data/raw/fulltext/text/LIT_7CABEA170695D083.txt,data/interim/parsed_text/LIT_7CABEA170695D083.txt,2026-07-16T04:32:49Z,2026-07-16T04:32:49Z
LIT_7CD12DEAD417E01A,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:39:53Z,2026-07-16T04:39:53Z
LIT_7D549B9B7575FB0C,FT_A76AABA09848C36DBD9A,895a8f2f9800fd5bdad54d9ef5a04f95826b690dd7ec773c453002cdfb3e6359,cnt_section_rules_v7,success,,good,10,31724,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,10,48,[],data/raw/fulltext/text/LIT_7D549B9B7575FB0C.txt,data/interim/parsed_text/LIT_7D549B9B7575FB0C.txt,2026-07-16T04:37:50Z,2026-07-16T04:37:50Z
LIT_7E5CD6860550E16F,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:45:07Z,2026-07-16T04:45:07Z
LIT_7E96F2BDC855F670,FT_2D0B62F87F6EC72BA94A,0d98bb14f00839eade7e0aeeeeff28520b82e9290084fca920b16fc84a689522,cnt_section_rules_v6,success,,partial,0,30145,1,0,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,41,49,[],data/raw/fulltext/text/LIT_7E96F2BDC855F670.txt,data/interim/parsed_text/LIT_7E96F2BDC855F670.txt,2026-07-16T02:14:42Z,2026-07-16T02:41:24Z
LIT_7F0D271A0CEB3037,FT_8C9E798FD242AE607B46,f0e15e1411586aba73e5e4e0c2cc542b57207124f96f95b41e98f937a3fd2a98,cnt_section_rules_v7,success,,partial,0,19608,0,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,20,81,[],data/raw/fulltext/text/LIT_7F0D271A0CEB3037.txt,data/interim/parsed_text/LIT_7F0D271A0CEB3037.txt,2026-07-16T04:25:06Z,2026-07-16T04:25:06Z
LIT_80A93A92165252BF,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:11Z,2026-07-16T04:44:11Z
LIT_80C20A08235D3B9F,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:25:58Z,2026-07-16T04:25:58Z
LIT_82A4395696545B8B,FT_EBFDA37D9D5674B485C5,f528eaed35a72d05f56b5b44204472464d0853fb18b17683d149d3a0f208e1c3,cnt_section_rules_v6,success,,good,10,22105,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,25,58,"[""page_1_two_column_reading_order"", ""page_3_two_column_reading_order"", ""page_9_two_column_reading_order"", ""page_10_two_column_reading_order""]",data/raw/fulltext/text/LIT_82A4395696545B8B.txt,data/interim/parsed_text/LIT_82A4395696545B8B.txt,2026-07-16T02:14:42Z,2026-07-16T02:21:24Z
LIT_83C35F44509C5A89,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:41:03Z,2026-07-16T04:41:03Z
LIT_83FDA718EAB00C9F,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:33:15Z,2026-07-16T04:33:15Z
LIT_849AD7FB325763D1,FT_0E75D8216EE22AC21599,2016a474a858c54a2e2aa3c5296b151dbf14318dea1a258abf889ec398451650,cnt_section_rules_v6,success,,partial,8,23862,0,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,94,"[""page_8_two_column_reading_order""]",data/raw/fulltext/text/LIT_849AD7FB325763D1.txt,data/interim/parsed_text/LIT_849AD7FB325763D1.txt,2026-07-16T02:14:42Z,2026-07-16T02:21:25Z
LIT_84D01A58DEA061F1,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:38:41Z,2026-07-16T04:38:41Z
LIT_8761E4F08EA23163,FT_56FD3428AB5DEFBB4FDA,ccacb4452e5462ea4bfe8c1cf4c52bc7e170bc59251f4121989e49c8229f1616,cnt_section_rules_v7,success,,good,22,51251,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,25,116,[],data/raw/fulltext/text/LIT_8761E4F08EA23163.txt,data/interim/parsed_text/LIT_8761E4F08EA23163.txt,2026-07-16T04:33:10Z,2026-07-16T04:33:10Z
LIT_88FC999940A2D405,FT_9D7E3B17C22B6282D2DB,1bda6eeee24a84c3ddfd2c4adf6163ad3881ca3bfba92a5249c93c1086772b90,cnt_section_rules_v5,success,,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,,16,126,"[""page_9_two_column_reading_order"", ""page_13_two_column_reading_order""]",data/raw/fulltext/text/LIT_88FC999940A2D405.txt,data/interim/parsed_text/LIT_88FC999940A2D405.txt,2026-07-15T07:24:52Z,2026-07-15T07:34:53Z
LIT_89DB5AF57D638DC8,FT_CBF6A3F28D22148755FD,08cf7fdc4cb82f811856a28ebd46491d2f6f2f0d4f30aab266ffc990f6c15c7c,cnt_section_rules_v7,success,,good,10,35870,9,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,29,95,[],data/raw/fulltext/text/LIT_89DB5AF57D638DC8.txt,data/interim/parsed_text/LIT_89DB5AF57D638DC8.txt,2026-07-16T04:38:18Z,2026-07-16T04:38:18Z
LIT_8A877D896C496AAC,FT_9CD02CD8070035BEEC2F,0e04dba5f16959ffc6352c654fb845bd93b02b4e76f52899d1d5869ee1d40d8b,cnt_section_rules_v7,success,,good,0,9175,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,21,5,[],data/raw/fulltext/text/LIT_8A877D896C496AAC.txt,data/interim/parsed_text/LIT_8A877D896C496AAC.txt,2026-07-16T04:40:16Z,2026-07-16T04:40:16Z
LIT_8ABD0883366B39EE,FT_5A51679B91BAE2D835B9,9853cf4d8e14b6bc272956a0a4918fe4d9f7fc1be5e59b639a090c0684f3ee97,cnt_section_rules_v7,success,,good,12,22195,4,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,23,67,[],data/raw/fulltext/text/LIT_8ABD0883366B39EE.txt,data/interim/parsed_text/LIT_8ABD0883366B39EE.txt,2026-07-16T04:18:50Z,2026-07-16T04:18:50Z
LIT_91451009FBF2D2EA,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:15Z,2026-07-16T04:44:15Z
LIT_925CC404C81BC665,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:42:31Z,2026-07-16T04:42:31Z
LIT_92CE5863384224D6,FT_FDAC3CDFD84BE86DCBD6,aceb0ba9cdc234abd6502f295a5d9c1c1517cc114b9fa5580759714160b3547a,cnt_section_rules_v7,success,,partial,10,31599,5,0,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,19,82,"[""page_10_two_column_reading_order""]",data/raw/fulltext/text/LIT_92CE5863384224D6.txt,data/interim/parsed_text/LIT_92CE5863384224D6.txt,2026-07-16T04:07:26Z,2026-07-16T04:07:26Z
LIT_94D32BA662BC711A,FT_16239388E41E6F168C8A,27b562cb73bb7d624e6b0b13409fe438539db792204e3f11ab41f8ad582a561a,cnt_section_rules_v7,success,,good,9,24516,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,14,52,"[""page_1_two_column_reading_order"", ""page_2_two_column_reading_order"", ""page_3_two_column_reading_order"", ""page_4_two_column_reading_order"", ""page_8_two_column_reading_order"", ""page_9_two_column_reading_order""]",data/raw/fulltext/text/LIT_94D32BA662BC711A.txt,data/interim/parsed_text/LIT_94D32BA662BC711A.txt,2026-07-16T04:30:57Z,2026-07-16T04:30:57Z
LIT_95834C147B3AFE07,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:41:17Z,2026-07-16T04:41:17Z
LIT_96041AC63340C376,FT_764ECD3C12440F320F63,599a64971dc19d18bb75537c421823956c4599b80873ad4fb3773384d5c30806,cnt_section_rules_v7,success,,good,16,39379,3,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,23,68,"[""page_11_two_column_reading_order"", ""page_12_two_column_reading_order"", ""page_13_two_column_reading_order""]",data/raw/fulltext/text/LIT_96041AC63340C376.txt,data/interim/parsed_text/LIT_96041AC63340C376.txt,2026-07-16T04:37:03Z,2026-07-16T04:37:03Z
LIT_9797FA2C22DBDC55,FT_2831EB5A96C7D9374828,4f43465aaf532ec4880561d281b40530b1e269ad51b1f5f96b44c7ed56b65c79,cnt_section_rules_v7,success,,partial,0,28630,1,0,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,36,82,[],data/raw/fulltext/text/LIT_9797FA2C22DBDC55.txt,data/interim/parsed_text/LIT_9797FA2C22DBDC55.txt,2026-07-16T04:37:19Z,2026-07-16T04:37:19Z
LIT_97B977951A7C653F,FT_442F86A58691F8AE4C46,6acf5407590f186d64d66105e98c5d385f9abdd5d8d56f2eb450ea003ed1a589,cnt_section_rules_v6,success,,good,5,11251,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,13,54,[],data/raw/fulltext/text/LIT_97B977951A7C653F.txt,data/interim/parsed_text/LIT_97B977951A7C653F.txt,2026-07-16T02:14:42Z,2026-07-16T02:21:26Z
LIT_9A3617C1B429A8F2,FT_7D1CF4AC95FD1ED62903,f693f3e87d7ef5a6dbc12c816a3e3b1328127979e3243ab9fbfb00f71468d931,cnt_section_rules_v7,success,,good,94,90290,23,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,138,260,"[""page_34_two_column_reading_order""]",data/raw/fulltext/text/LIT_9A3617C1B429A8F2.txt,data/interim/parsed_text/LIT_9A3617C1B429A8F2.txt,2026-07-16T04:34:09Z,2026-07-16T04:34:09Z
LIT_9A6884F1BCF7D6CC,FT_FA62E6B2545DFD4CFC68,d253961457d78b497db47d5b7618b6d84f82a3af4d2d9b7fea84c09967cc46ed,cnt_section_rules_v7,success,,partial,0,31310,2,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,33,72,[],data/raw/fulltext/text/LIT_9A6884F1BCF7D6CC.txt,data/interim/parsed_text/LIT_9A6884F1BCF7D6CC.txt,2026-07-16T04:46:08Z,2026-07-16T04:46:08Z
LIT_9B1D9A7023DB7A6C,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:26:51Z,2026-07-16T04:26:51Z
LIT_9B43B350883D2B6F,FT_873FC0A7E29CC975C7F5,e71cdb9862d62bccfc311da29abbd51b9ee8ee2ac141bc2ba27f7547a514c079,cnt_section_rules_v7,success,,good,17,63515,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,28,173,[],data/raw/fulltext/text/LIT_9B43B350883D2B6F.txt,data/interim/parsed_text/LIT_9B43B350883D2B6F.txt,2026-07-16T04:26:27Z,2026-07-16T04:26:27Z
LIT_9E6CDAC43CB4999A,,,cnt_section_rules_v6,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T02:14:42Z,2026-07-16T02:14:42Z
LIT_9FF1E93751DCE27D,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:34:30Z,2026-07-16T04:34:30Z
LIT_A2A3774653FE8DDC,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:03:28Z,2026-07-16T04:03:28Z
LIT_A30F475D9CEBCEB0,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:36Z,2026-07-16T04:44:36Z
